name,type,parameters,description
macro_swiss_gbd_yearly,function,[],"东方财富-经济数据-瑞士-GDP 年率
http://data.eastmoney.com/cjsj/foreign_2_4.html
:return: GDP年率
:rtype: pandas.DataFrame"
macro_swiss_gdp_quarterly,function,[],"东方财富-经济数据-瑞士-GDP季率
http://data.eastmoney.com/cjsj/foreign_2_3.html
:return: GDP季率
:rtype: pandas.DataFrame"
macro_swiss_svme,function,[],"东方财富-经济数据-瑞士-SVME采购经理人指数
http://data.eastmoney.com/cjsj/foreign_2_0.html
:return: SVME采购经理人指数
:rtype: pandas.DataFrame"
macro_swiss_trade,function,[],"东方财富-经济数据-瑞士-贸易帐
http://data.eastmoney.com/cjsj/foreign_2_1.html
:return: 贸易帐
:rtype: pandas.DataFrame"
macro_uk_bank_rate,function,[],"东方财富-经济数据-英国-央行公布利率决议
https://data.eastmoney.com/cjsj/foreign_4_3.html
:return: 央行公布利率决议
:rtype: pandas.DataFrame"
macro_uk_core_cpi_monthly,function,[],"东方财富-经济数据-英国-核心消费者物价指数月率
https://data.eastmoney.com/cjsj/foreign_4_5.html
:return: 核心消费者物价指数月率
:rtype: pandas.DataFrame"
macro_uk_core_cpi_yearly,function,[],"东方财富-经济数据-英国-核心消费者物价指数年率
https://data.eastmoney.com/cjsj/foreign_4_4.html
:return: 核心消费者物价指数年率
:rtype: pandas.DataFrame"
macro_uk_cpi_monthly,function,[],"东方财富-经济数据-英国-消费者物价指数月率
https://data.eastmoney.com/cjsj/foreign_4_7.html
:return: 消费者物价指数月率
:rtype: pandas.DataFrame"
macro_uk_cpi_yearly,function,[],"东方财富-经济数据-英国-消费者物价指数年率
https://data.eastmoney.com/cjsj/foreign_4_6.html
:return: 消费者物价指数年率
:rtype: pandas.DataFrame"
macro_uk_gdp_quarterly,function,[],"东方财富-经济数据-英国-GDP 季率初值
https://data.eastmoney.com/cjsj/foreign_4_12.html
:return: GDP 季率初值
:rtype: pandas.DataFrame"
macro_uk_gdp_yearly,function,[],"东方财富-经济数据-英国-GDP 年率初值
https://data.eastmoney.com/cjsj/foreign_4_13.html
:return: GDP 年率初值
:rtype: pandas.DataFrame"
macro_uk_halifax_monthly,function,[],"东方财富-经济数据-英国-Halifax 房价指数月率
https://data.eastmoney.com/cjsj/foreign_4_0.html
:return: Halifax 房价指数月率
:rtype: pandas.DataFrame"
macro_uk_halifax_yearly,function,[],"东方财富-经济数据-英国-Halifax 房价指数年率
https://data.eastmoney.com/cjsj/foreign_4_1.html
:return: Halifax房价指数年率
:rtype: pandas.DataFrame"
macro_uk_retail_monthly,function,[],"东方财富-经济数据-英国-零售销售月率
https://data.eastmoney.com/cjsj/foreign_4_8.html
:return: 零售销售月率
:rtype: pandas.DataFrame"
macro_uk_retail_yearly,function,[],"东方财富-经济数据-英国-零售销售年率
https://data.eastmoney.com/cjsj/foreign_4_9.html
:return: 零售销售年率
:rtype: pandas.DataFrame"
macro_uk_rightmove_monthly,function,[],"东方财富-经济数据-英国-Rightmove 房价指数月率
https://data.eastmoney.com/cjsj/foreign_4_11.html
:return: Rightmove 房价指数月率
:rtype: pandas.DataFrame"
macro_uk_rightmove_yearly,function,[],"东方财富-经济数据-英国-Rightmove 房价指数年率
https://data.eastmoney.com/cjsj/foreign_4_10.html
:return: Rightmove 房价指数年率
:rtype: pandas.DataFrame"
macro_uk_trade,function,[],"东方财富-经济数据-英国-贸易帐
https://data.eastmoney.com/cjsj/foreign_4_2.html
:return: 贸易帐
:rtype: pandas.DataFrame"
macro_uk_unemployment_rate,function,[],"东方财富-经济数据-英国-失业率
https://data.eastmoney.com/cjsj/foreign_4_14.html
:return: 失业率
:rtype: pandas.DataFrame"
macro_usa_adp_employment,function,[],"美国ADP就业人数报告, 数据区间从 20010601-至今
https://datacenter.jin10.com/reportType/dc_adp_nonfarm_employment
:return: 美国ADP就业人数报告
:rtype: pandas.Series"
macro_usa_api_crude_stock,function,[],"美国 API 原油库存报告, 数据区间从 20120328-至今
https://datacenter.jin10.com/reportType/dc_usa_api_crude_stock
https://cdn.jin10.com/dc/reports/dc_usa_api_crude_stock_all.js?v=1578743859
:return: 美国API原油库存报告-今值(万桶)
..."
macro_usa_building_permits,function,[],"美国营建许可总数报告, 数据区间从 20080220-至今
https://datacenter.jin10.com/reportType/dc_usa_building_permits
:return: 美国营建许可总数报告
:rtype: pandas.DataFrame"
macro_usa_business_inventories,function,[],"美国商业库存月率报告, 数据区间从 19920301-至今
https://datacenter.jin10.com/reportType/dc_usa_business_inventories
:return: 美国商业库存月率报告
:rtype: pandas.DataFrame"
macro_usa_cb_consumer_confidence,function,[],"金十数据中心-经济指标-美国-领先指标-美国谘商会消费者信心指数报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_cb_consumer_confidence
:return: 美国谘商会消费者信心指数报告
:rtype: pandas.DataFrame"
macro_usa_cftc_c_holding,function,[],"美国商品期货交易委员会CFTC商品类非商业持仓报告, 数据区间从 19830107-至今
https://datacenter.jin10.com/reportType/dc_cftc_c_report
:return: 美国商品期货交易委员会CFTC外汇类非商业持仓报告
:return: pandas.DataFrame"
macro_usa_cftc_merchant_currency_holding,function,[],"美国商品期货交易委员会CFTC外汇类商业持仓报告, 数据区间从 19860115-至今
https://datacenter.jin10.com/reportType/dc_cftc_merchant_currency
:return: 美国商品期货交易委员会CFTC外汇类商业持仓报告
:return: pandas.DataFrame"
macro_usa_cftc_merchant_goods_holding,function,[],"美国商品期货交易委员会CFTC商品类商业持仓报告, 数据区间从 19860115-至今
https://datacenter.jin10.com/reportType/dc_cftc_merchant_goods
:return: 美国商品期货交易委员会CFTC商品类商业持仓报告
:rtype: pandas.DataFrame"
macro_usa_cftc_nc_holding,function,[],"美国商品期货交易委员会CFTC外汇类非商业持仓报告, 数据区间从 19830107-至今
https://datacenter.jin10.com/reportType/dc_cftc_nc_report
:return: 美国商品期货交易委员会CFTC外汇类非商业持仓报告
:return: pandas.DataFrame"
macro_usa_cme_merchant_goods_holding,function,[],"CME-贵金属, 数据区间从 20180405-至今
https://datacenter.jin10.com/org
:return: CME-贵金属
:return: pandas.DataFrame"
macro_usa_core_cpi_monthly,function,[],"美国核心 CPI 月率报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_core_cpi
:return: 美国核心CPI月率报告
:rtype: pandas.DataFrame"
macro_usa_core_pce_price,function,[],"美国核心PCE物价指数年率报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_core_pce_price
:return: 美国核心PCE物价指数年率报告
:rtype: pandas.DataFrame"
macro_usa_core_ppi,function,[],"美国核心生产者物价指数(PPI)报告, 数据区间从20080318-至今
https://datacenter.jin10.com/reportType/dc_usa_core_ppi
:return: 美国核心生产者物价指数(PPI)报告-今值(%)
:rtype: pandas.DataFrame"
macro_usa_cpi_monthly,function,[],"美国 CPI 月率报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_cpi
:return: 美国 CPI 月率报告
:rtype: pandas.DataFrame"
macro_usa_cpi_yoy,function,[],"东方财富-经济数据一览-美国-CPI年率, 数据区间从 2008-至今
https://data.eastmoney.com/cjsj/foreign_0_12.html
:return: 美国 CPI 年率报告
:rtype: pandas.DataFrame"
macro_usa_crude_inner,function,[],"美国原油产量报告, 数据区间从 19830107-至今
https://datacenter.jin10.com/reportType/dc_eia_crude_oil_produce
:return: 美国原油产量报告
:return: pandas.DataFrame"
macro_usa_current_account,function,[],"美国经常帐报告, 数据区间从 20080317-至今
https://datacenter.jin10.com/reportType/dc_usa_current_account
:return: 美国经常帐报告
:rtype: pandas.DataFrame"
macro_usa_durable_goods_orders,function,[],"美国耐用品订单月率报告, 数据区间从 20080227-至今
https://datacenter.jin10.com/reportType/dc_usa_durable_goods_orders
:return: 美国耐用品订单月率报告
:rtype: pandas.DataFrame"
macro_usa_eia_crude_rate,function,[],"美国 EIA 原油库存报告, 数据区间从 19950801-至今
https://datacenter.jin10.com/reportType/dc_eia_crude_oil
:return: 美国 EIA 原油库存报告
:return: pandas.DataFrame"
macro_usa_exist_home_sales,function,[],"美国成屋销售总数年化报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_exist_home_sales
:return: 美国成屋销售总数年化报告
:rtype: pandas.DataFrame"
macro_usa_export_price,function,[],"美国出口价格指数报告, 数据区间从19890201-至今
https://datacenter.jin10.com/reportType/dc_usa_export_price
https://cdn.jin10.com/dc/reports/dc_usa_export_price_all.js?v=1578741832
:return: 美国出口价格指数报告-今值(%)
:rtype: pand..."
macro_usa_factory_orders,function,[],"美国工厂订单月率报告, 数据区间从 19920401-至今
https://datacenter.jin10.com/reportType/dc_usa_factory_orders
:return: 美国工厂订单月率报告
:rtype: pandas.DataFrame"
macro_usa_gdp_monthly,function,[],"金十数据-美国国内生产总值(GDP)报告, 数据区间从 20080228-至今
https://datacenter.jin10.com/reportType/dc_usa_gdp
:return: 美国国内生产总值(GDP)
:rtype: pandas.DataFrame"
macro_usa_house_price_index,function,[],"美国FHFA房价指数月率报告, 数据区间从 19910301-至今
https://datacenter.jin10.com/reportType/dc_usa_house_price_index
:return: 美国FHFA房价指数月率报告
:rtype: pandas.DataFrame"
macro_usa_house_starts,function,[],"美国新屋开工总数年化报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_house_starts
:return: 美国新屋开工总数年化报告
:rtype: pandas.DataFrame"
macro_usa_import_price,function,[],"美国进口物价指数报告, 数据区间从19890201-至今
https://datacenter.jin10.com/reportType/dc_usa_import_price
:return: 美国进口物价指数报告-今值(%)
:rtype: pandas.Series"
macro_usa_industrial_production,function,[],"美国工业产出月率报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_industrial_production
:return: 美国工业产出月率报告-今值(%)
:rtype: pandas.DataFrame"
macro_usa_initial_jobless,function,[],"美国初请失业金人数报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_initial_jobless
:return: 美国 EIA 原油库存报告
:return: pandas.DataFrame"
macro_usa_ism_non_pmi,function,[],"美国ISM非制造业PMI报告, 数据区间从 19970801-至今
https://datacenter.jin10.com/reportType/dc_usa_ism_non_pmi
:return: 美国ISM非制造业PMI报告
:rtype: pandas.DataFrame"
macro_usa_ism_pmi,function,[],"美国 ISM 制造业 PMI 报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_ism_pmi
:return: 美国 ISM 制造业 PMI 报告-今值
:rtype: pandas.DataFrame"
macro_usa_job_cuts,function,[],"美国挑战者企业裁员人数报告, 数据区间从 19940201-至今
https://datacenter.jin10.com/reportType/dc_usa_job_cuts
:return: 美国挑战者企业裁员人数报告
:rtype: pandas.DataFrame"
macro_usa_lmci,function,[],"美联储劳动力市场状况指数报告, 数据区间从 20141006-至今
https://datacenter.jin10.com/reportType/dc_usa_lmci
:return: 美联储劳动力市场状况指数报告-今值(%)
:rtype: pandas.Series"
macro_usa_michigan_consumer_sentiment,function,[],"美国密歇根大学消费者信心指数初值报告, 数据区间从 19700301-至今
https://datacenter.jin10.com/reportType/dc_usa_michigan_consumer_sentiment
:return: 美国密歇根大学消费者信心指数初值报告
:rtype: pandas.DataFrame"
macro_usa_nahb_house_market_index,function,[],"美国NAHB房产市场指数报告, 数据区间从 19850201-至今
https://datacenter.jin10.com/reportType/dc_usa_nahb_house_market_index
:return: 美国NAHB房产市场指数报告
:rtype: pandas.DataFrame"
macro_usa_new_home_sales,function,[],"美国新屋销售总数年化报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_new_home_sales
:return: 美国新屋销售总数年化报告
:rtype: pandas.DataFrame"
macro_usa_nfib_small_business,function,[],"美国NFIB小型企业信心指数报告, 数据区间从 19750201-至今
https://datacenter.jin10.com/reportType/dc_usa_nfib_small_business
:return: 美国NFIB小型企业信心指数报告
:rtype: pandas.DataFrame"
macro_usa_non_farm,function,[],"美国非农就业人数报告, 数据区间从19700102-至今
https://datacenter.jin10.com/reportType/dc_nonfarm_payrolls
:return: 美国非农就业人数报告
:rtype: pandas.Series"
macro_usa_pending_home_sales,function,[],"美国成屋签约销售指数月率报告, 数据区间从 20010301-至今
https://datacenter.jin10.com/reportType/dc_usa_pending_home_sales
:return: 美国成屋签约销售指数月率报告
:rtype: pandas.DataFrame"
macro_usa_personal_spending,function,[],"美国个人支出月率报告, 数据区间从19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_personal_spending
:return: 美国个人支出月率报告
:rtype: pandas.DataFrame"
macro_usa_phs,function,[],"东方财富-经济数据一览-美国-未决房屋销售月率
https://data.eastmoney.com/cjsj/foreign_0_5.html
:return: 未决房屋销售月率
:rtype: pandas.DataFrame"
macro_usa_pmi,function,[],"美国 Markit 制造业 PMI 初值报告, 数据区间从 20120601-至今
https://datacenter.jin10.com/reportType/dc_usa_pmi
:return: 美国 Markit 制造业 PMI 初值报告
:rtype: pandas.DataFrame"
macro_usa_ppi,function,[],"美国生产者物价指数(PPI)报告, 数据区间从 20080226-至今
https://datacenter.jin10.com/reportType/dc_usa_ppi
:return: 美国生产者物价指数(PPI)报告
:rtype: pandas.DataFrame"
macro_usa_real_consumer_spending,function,[],"美国实际个人消费支出季率初值报告, 数据区间从 20131107-至今
https://datacenter.jin10.com/reportType/dc_usa_real_consumer_spending
:return: 美国实际个人消费支出季率初值报告
:rtype: pandas.DataFrame"
macro_usa_retail_sales,function,[],"美国零售销售月率报告, 数据区间从 19920301-至今
https://datacenter.jin10.com/reportType/dc_usa_retail_sales
:return: 美国零售销售月率报告-今值(%)
:rtype: pandas.DataFrame"
macro_usa_rig_count,function,[],"贝克休斯钻井报告, 数据区间从 20080317-至今
https://datacenter.jin10.com/reportType/dc_rig_count_summary
:return: 贝克休斯钻井报告-当周
:rtype: pandas.DataFrame"
macro_usa_services_pmi,function,[],"美国Markit服务业PMI初值报告, 数据区间从 20120701-至今
https://datacenter.jin10.com/reportType/dc_usa_services_pmi
:return: 美国Markit服务业PMI初值报告
:rtype: pandas.DataFrame"
macro_usa_spcs20,function,[],"美国S&P/CS20座大城市房价指数年率报告, 数据区间从 20010201-至今
https://datacenter.jin10.com/reportType/dc_usa_spcs20
:return: 美国S&P/CS20座大城市房价指数年率报告
:rtype: pandas.DataFrame"
macro_usa_trade_balance,function,[],"美国贸易帐报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_trade_balance
:return: 美国贸易帐报告
:rtype: pandas.DataFrame"
macro_usa_unemployment_rate,function,[],"美国失业率报告, 数据区间从 19700101-至今
https://datacenter.jin10.com/reportType/dc_usa_unemployment_rate
:return: 获取美国失业率报告
:rtype: pandas.Series"
match_main_contract,function,['symbol'],"新浪财经-期货-主力合约
https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html#titlePos_1
:param symbol: choice of {'czce', 'dce', 'shfe', 'cffex', 'gfex'}
:type symbol: str
:return: 主力合约的字..."
migration_area_baidu,function,"['area', 'indicator', 'date']","百度地图慧眼-百度迁徙-XXX迁入地详情
百度地图慧眼-百度迁徙-XXX迁出地详情
以上展示 top100 结果，如不够 100 则展示全部
迁入来源地比例: 从 xx 地迁入到当前区域的人数与当前区域迁入总人口的比值
迁出目的地比例: 从当前区域迁出到 xx 的人口与从当前区域迁出总人口的比值
https://qianxi.baidu.com/?from=shoubai#city=0
:para..."
migration_scale_baidu,function,"['area', 'indicator']","百度地图慧眼-百度迁徙-迁徙规模
迁徙规模指数：反映迁入或迁出人口规模，城市间可横向对比城市迁徙边界采用该城市行政区划，包含该城市管辖的区、县、乡、村
https://qianxi.baidu.com/?from=shoubai#city=0
:param area: 可以输入 省份 或者 具体城市 但是需要用全称
:type area: str
:param indicator: move_in..."
movie_boxoffice_cinema_daily,function,['date'],"电影票房-影院票房-日票房排行
https://www.endata.com.cn/BoxOffice/BO/Cinema/day.html
:param date: 当前日期前一日的票房数据
:type date: str
:return: 影票房-影院票房-日票房排行
:rtype: pandas.DataFrame"
movie_boxoffice_cinema_weekly,function,['date'],"电影票房-影院票房-周票房排行
https://www.endata.com.cn/BoxOffice/BO/Cinema/week.html
:param date: 当前日期前完整一周的票房数据
:type date: str
:return: 影票房-影院票房-轴票房排行
:rtype: pandas.DataFrame"
movie_boxoffice_daily,function,['date'],"电影票房-单日票房
https://www.endata.com.cn/BoxOffice/BO/Day/index.html
:param date: 只能设置当前日期的前一天的票房数据
:type date: str
:return: 每日票房
:rtype: pandas.DataFrame"
movie_boxoffice_monthly,function,['date'],"电影票房-单月票房
https://www.endata.com.cn/BoxOffice/BO/Month/oneMonth.html
:param date: 指定日期所在月份的月度票房
:type date: str
:return: 单月票房
:rtype: pandas.DataFrame"
movie_boxoffice_realtime,function,[],"电影票房-实时票房
https://ys.endata.cn/BoxOffice/Movie
:return: 实时票房数据
:rtype: pandas.DataFrame"
movie_boxoffice_weekly,function,['date'],"电影票房-单周票房
https://www.endata.com.cn/BoxOffice/BO/Week/oneWeek.html
:param date: 只能获取指定日期所在完整周的票房数据
:type date: str
:return: 单周票房
:rtype: pandas.DataFrame"
movie_boxoffice_yearly,function,['date'],"电影票房-年度票房
https://www.endata.com.cn/BoxOffice/BO/Year/index.html
:param date: 当前日期所在年度的票房数据
:type date: str
:return: 年度票房
:rtype: pandas.DataFrame"
movie_boxoffice_yearly_first_week,function,['date'],"电影票房-年度票房-年度首周票房
https://www.endata.com.cn/BoxOffice/BO/Year/firstWeek.html
:param date: 当前日期所在年度的年度首周票房票房数据
:type date: str
:return: 年度首周票房
:rtype: pandas.DataFrame"
news_cctv,function,['date'],"新闻联播文字稿
https://tv.cctv.com/lm/xwlb
:param date: 需要获取数据的日期; 目前 20160203 年后
:type date: str
:return: 新闻联播文字稿
:rtype: pandas.DataFrame"
news_economic_baidu,function,['date'],"百度股市通-经济数据
https://gushitong.baidu.com/calendar
:param date: 查询日期
:type date: str
:return: 经济数据
:rtype: pandas.DataFrame"
news_report_time_baidu,function,['date'],"百度股市通-财报发行
https://gushitong.baidu.com/calendar
:param date: 查询日期
:type date: str
:return: 财报发行
:rtype: pandas.DataFrame"
news_trade_notify_dividend_baidu,function,['date'],"百度股市通-交易提醒-分红派息
https://gushitong.baidu.com/calendar
:param date: 查询日期
:type date: str
:return: 交易提醒-分红派息
:rtype: pandas.DataFrame"
news_trade_notify_suspend_baidu,function,['date'],"百度股市通-交易提醒-停复牌
https://gushitong.baidu.com/calendar
:param date: 查询日期
:type date: str
:return: 交易提醒-停复牌
:rtype: pandas.DataFrame"
nlp_answer,function,['question'],"智能问答
https://ownthink.com/robot.html
:param question: word in chinese
:type question: str
:return: indicator data
:rtype: list or dict or pandas.DataFrame"
nlp_ownthink,function,"['word', 'indicator']","Knowledge Graph interface for financial research
https://ownthink.com/
:param word: word in chinese
:type word: str
:param indicator: entity or desc or avp or tag
:type indicator: str
:return: indicat..."
online_value_artist,function,[],"艺恩-艺人-艺人流量价值
https://www.endata.com.cn/Marketing/Artist/business.html
:return: 艺人流量价值
:rtype: pandas.DataFrame"
option_cffex_hs300_daily_sina,function,['symbol'],"新浪财经-中金所-沪深300指数-指定合约-日频行情
:param symbol: 具体合约代码(包括看涨和看跌标识), 可以通过 ak.option_cffex_hs300_spot_sina 中的 call-标识 获取
:type symbol: str
:return: 日频率数据
:rtype: pd.DataFrame"
option_cffex_hs300_list_sina,function,[],"新浪财经-中金所-沪深 300 指数-所有合约, 返回的第一个合约为主力合约
目前新浪财经-中金所有沪深 300 指数和中证 1000 指数
:return: 中金所-沪深300指数-所有合约
:rtype: dict"
option_cffex_hs300_spot_sina,function,['symbol'],"中金所-沪深 300 指数-指定合约-实时行情
https://stock.finance.sina.com.cn/futures/view/optionsCffexDP.php
:param symbol: 合约代码; 用 option_cffex_hs300_list_sina 函数查看
:type symbol: str
:return: 中金所-沪深300指数-指定合约-看涨看跌实时行情
..."
option_cffex_sz50_daily_sina,function,['symbol'],"新浪财经-中金所-上证 50 指数-指定合约-日频行情
:param symbol: 具体合约代码(包括看涨和看跌标识), 可以通过 ak.option_cffex_sz50_spot_sina 中的 call-标识 获取
:type symbol: str
:return: 日频率数据
:rtype: pd.DataFrame"
option_cffex_sz50_list_sina,function,[],"新浪财经-中金所-上证 50 指数-所有合约, 返回的第一个合约为主力合约
目前新浪财经-中金所有上证 50 指数，沪深 300 指数和中证 1000 指数
:return: 中金所-上证 50 指数-所有合约
:rtype: dict"
option_cffex_sz50_spot_sina,function,['symbol'],"中金所-上证 50 指数-指定合约-实时行情
https://stock.finance.sina.com.cn/futures/view/optionsCffexDP.php/ho/cffex
:param symbol: 合约代码; 用 ak.option_cffex_sz300_list_sina() 函数查看
:type symbol: str
:return: 中金所-上证 50 指数-..."
option_cffex_zz1000_daily_sina,function,['symbol'],"新浪财经-中金所-中证 1000 指数-指定合约-日频行情
:param symbol: 具体合约代码(包括看涨和看跌标识), 可以通过 ak.option_cffex_zz1000_spot_sina 中的 call-标识 获取
:type symbol: str
:return: 日频率数据
:rtype: pd.DataFrame"
option_cffex_zz1000_list_sina,function,[],"新浪财经-中金所-中证 1000 指数-所有合约, 返回的第一个合约为主力合约
目前新浪财经-中金所有沪深 300 指数和中证 1000 指数
:return: 中金所-中证 1000 指数-所有合约
:rtype: dict"
option_cffex_zz1000_spot_sina,function,['symbol'],"中金所-中证 1000 指数-指定合约-实时行情
https://stock.finance.sina.com.cn/futures/view/optionsCffexDP.php
:param symbol: 合约代码; 用 option_cffex_zz1000_list_sina 函数查看
:type symbol: str
:return: 中金所-中证 1000 指数-指定合约-看涨看跌..."
option_comm_info,function,['symbol'],"九期网-商品期权手续费
https://www.9qihuo.com/qiquanshouxufei
:param symbol: choice of {""所有"", ""上海期货交易所"", ""大连商品交易所"", ""郑州商品交易所"", ""上海国际能源交易中心"", ""广州期货交易所""}
:type symbol: str
:return: 期权手续费
:rtype: pandas.DataFrame"
option_comm_symbol,function,[],无文档
option_commodity_contract_sina,function,['symbol'],"当前可以查询的期权品种的合约日期
https://stock.finance.sina.com.cn/futures/view/optionsDP.php
:param symbol: choice of {""豆粕期权"", ""玉米期权"", ""铁矿石期权"", ""棉花期权"", ""白糖期权"", ""PTA期权"", ""甲醇期权"", ""橡胶期权"", ""沪铜期权"", ""黄金期权"", ""菜籽粕期权"", ""液化石油..."
option_commodity_contract_table_sina,function,"['symbol', 'contract']","当前所有期权合约, 包括看涨期权合约和看跌期权合约
https://stock.finance.sina.com.cn/futures/view/optionsDP.php
:param symbol: choice of {""豆粕期权"", ""玉米期权"", ""铁矿石期权"", ""棉花期权"", ""白糖期权"", ""PTA期权"", ""甲醇期权"", ""橡胶期权"", ""沪铜期权"", ""黄金期权"", ""菜籽粕期..."
option_commodity_hist_sina,function,['symbol'],"合约历史行情-日频
https://stock.finance.sina.com.cn/futures/view/optionsDP.php
:param symbol: return of option_sina_option_commodity_contract_list(symbol=""黄金期权"", contract=""au2012""), 看涨期权合约 filed
:type symbol:..."
option_current_em,function,[],"东方财富网-行情中心-期权市场
https://quote.eastmoney.com/center/qqsc.html
:return: 期权价格
:rtype: pandas.DataFrame"
option_czce_daily,function,"['symbol', 'trade_date']","郑州商品交易所-期权-日频行情数据
http://www.czce.com.cn/cn/sspz/dejbqhqq/H770227index_1.htm#tabs-2
:param trade_date: 交易日
:type trade_date: str
:param symbol: choice of {""白糖期权"", ""棉花期权"", ""甲醇期权"", ""PTA期权"", ""动力煤期权"", ""菜籽..."
option_czce_hist,function,"['symbol', 'year']","郑州商品交易所-交易数据-历史行情下载-期权历史行情下载
http://www.czce.com.cn/cn/jysj/lshqxz/H770319index_1.htm
:param symbol: choice of {""白糖"": ""SR"", ""棉花"": ""CF"", ""PTA"": ""TA"", ""甲醇"": ""MA"", ""菜籽粕"": ""RM"", ""动力煤"": ""ZC""}
:type symbol:..."
option_daily_stats_sse,function,['date'],"上海证券交易所-产品-股票期权-每日统计
https://www.sse.com.cn/assortment/options/date/
:param date: 交易日
:type date: str
:return: 每日统计
:rtype: pandas.DataFrame"
option_daily_stats_szse,function,['date'],"深圳证券交易所-市场数据-期权数据-日度概况
https://investor.szse.cn/market/option/day/index.html
:param date: 交易日
:type date: str
:return: 每日统计
:rtype: pandas.DataFrame"
option_dce_daily,function,"['symbol', 'trade_date']","大连商品交易所-期权-日频行情数据
http://www.dce.com.cn/
:param trade_date: 交易日
:type trade_date: str
:param symbol: choice of {""玉米期权"", ""豆粕期权"", ""铁矿石期权"", ""液化石油气期权"", ""聚乙烯期权"", ""聚氯乙烯期权"",
""聚丙烯期权"", ""棕榈油期权"", ""黄大豆1号期权"", ""黄大豆..."
option_finance_board,function,"['symbol', 'end_month']","期权当前交易日的行情数据
主要为三个: 华夏上证50ETF期权, 华泰柏瑞沪深300ETF期权, 嘉实沪深300ETF期权,
沪深300股指期权, 中证1000股指期权, 上证50股指期权, 华夏科创50ETF期权, 易方达科创50ETF期权
http://www.sse.com.cn/assortment/options/price/
http://www.szse.cn/market/prod..."
option_finance_minute_sina,function,['symbol'],"指定期权的分钟频率数据
https://stock.finance.sina.com.cn/option/quotes.html
:param symbol: 期权代码
:type symbol: str
:return: 指定期权的分钟频率数据
:rtype: pandas.DataFrame"
option_finance_sse_underlying,function,['symbol'],"期权标的当日行情
http://www.sse.com.cn/assortment/options/price/
:param symbol: choice of {""华夏上证50ETF期权"", ""华泰柏瑞沪深300ETF期权"", ""南方中证500ETF期权"", ""华夏科创50ETF期权"", ""易方达科创50ETF期权""}
:type symbol: str
:return: 期权标的当日行情
:..."
option_gfex_daily,function,"['symbol', 'trade_date']","广州期货交易所-日频率-量价数据
http://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
:param trade_date: 交易日
:type trade_date: str
:param symbol: choice of {""工业硅"", ""碳酸锂""}
:type symbol: str
:return: 日频行情数据
:rtype: pandas...."
option_gfex_vol_daily,function,"['symbol', 'trade_date']","广州期货交易所-日频率-合约隐含波动率
http://www.gfex.com.cn/gfex/rihq/hqsj_tjsj.shtml
:param symbol: choice of choice of {""工业硅"", ""碳酸锂""}
:type symbol: str
:param trade_date: 交易日
:type trade_date: str
:return: 日频行情数据
:r..."
option_lhb_em,function,"['symbol', 'indicator', 'trade_date']","东方财富网-数据中心-期货期权-期权龙虎榜单
https://data.eastmoney.com/other/qqlhb.html
:param symbol: 期权代码; choice of {""510050"", ""510300"", ""159919""}
:type symbol: str
:param indicator: 需要获取的指标; choice of {""期权交易情况-认沽交易量"",..."
option_minute_em,function,['symbol'],"东方财富网-行情中心-期权市场-分时行情
https://wap.eastmoney.com/quote/stock/151.cu2404P61000.html
:param symbol: 期权代码; 通过调用 ak.option_current_em() 获取
:type symbol: str
:return: 指定期权的分钟频率数据
:rtype: pandas.DataFrame"
option_premium_analysis_em,function,[],"东方财富网-数据中心-特色数据-期权折溢价
https://data.eastmoney.com/other/premium.html
:return: 期权折溢价
:rtype: pandas.DataFrame"
option_risk_analysis_em,function,[],"东方财富网-数据中心-特色数据-期权风险分析
https://data.eastmoney.com/other/riskanal.html
:return: 期权风险分析
:rtype: pandas.DataFrame"
option_risk_indicator_sse,function,['date'],"上海证券交易所-产品-股票期权-期权风险指标
http://www.sse.com.cn/assortment/options/risk/
:param date: 日期; 20150209 开始
:type date: str
:return: 期权风险指标
:rtype: pandas.DataFrame"
option_shfe_daily,function,"['symbol', 'trade_date']","上海期货交易所-期权-日频行情数据
https://tsite.shfe.com.cn/statements/dataview.html?paramid=kxQ
:param trade_date: 交易日
:type trade_date: str
:param symbol: choice of {""铜期权"", ""天胶期权"", ""黄金期权"", ""铝期权"", ""锌期权""}
:type symbo..."
